id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
4dTaAiV9xFFCxnPur9c9yL,69,0.561,0.87,8,-6.103,1,0.343,0.0015,2.82e-06,0.246,0.498,129.98,210093,4
3vUn7FE3ZaQgJmkhIrIirF,70,0.594,0.51,4,-9.621,1,0.0383,0.047,7.27e-05,0.0959,0.368,141.979,217984,4
2yXyz4NLTZx9CLdXfLTp5E,71,0.533,0.955,8,-3.708,1,0.0653,0.000165,1.36e-05,0.38,0.55,107.984,216733,4
3IcIIZMMS7UArJJPtEHXG8,69,0.742,0.468,10,-5.557,0,0.0625,0.0465,0,0.826,0.369,86.443,242200,4
60jzFy6Nn4M0iD1d94oteF,79,0.563,0.75,11,-4.496,1,0.127,0.113,0,0.0788,0.812,173.906,222920,4
1NhPKVLsHhFUHIOZ32QnS2,77,0.516,0.764,2,-6.223,1,0.0366,0.0717,0,0.115,0.376,148.021,224693,4
7Fq9RwQxSn3kW85PrDUf0M,71,0.656,0.817,11,-4.296,0,0.0435,0.22,0,0.304,0.862,130.448,198227,4
5FEXPoPnzueFJQCPRIrC3c,69,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15e-06,0.114,0.799,137.996,221267,4
6wOYnPq1hPihRepcDClPUw,70,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.29e-05,0.324,0.4,130.002,284373,4
3iL2l5gUqyPS6vDwJFgJTR,71,0.733,0.664,8,-6.163,1,0.295,0.102,0,0.191,0.557,148.005,288133,4
2oENJa1T33GJ0w8dC167G4,73,0.839,0.804,1,-2.513,1,0.0329,0.0192,0,0.331,0.888,122.973,239987,4
0OPyDgTRuIdCJ9B4bYSths,73,0.85,0.631,1,-8.401,1,0.227,0.00684,0.000406,0.0679,0.738,126.002,237600,4
2LXtyj95dK56ENS1QLt4IB,73,0.669,0.0809,0,-17.282,1,0.0365,0.983,0.41,0.114,0.0922,114.355,160093,3
4KAzYqfcijCSZa2P3etHoM,69,0.623,0.59,4,-5.014,1,0.028,0.646,0,0.295,0.579,137.071,204200,4
2Bhmj4XK33InfhqKPxcJ1v,77,0.825,0.605,11,-9.71,1,0.0376,0.0764,0,0.314,0.944,124.005,229360,4
5RoIXwyTCdyUjpMMkk4uPd,67,0.531,0.821,2,-6.812,1,0.0439,0.0701,0.171,0.124,0.34,129.139,230800,4
7JIuqL4ZqkpfGKQhYlrirs,75,0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,267653,3
4NpDZPwSXmL0cCTaJuVrCw,70,0.679,0.522,7,-5.603,0,0.0427,0.297,0,0.151,0.445,60.014,226507,4
0uXO2GrNiIb1xHT9LUdxZE,67,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,195853,4
2KZXCH4npY28gtZKXcB2N8,68,0.558,0.886,11,-4.196,0,0.0482,0.000595,9.91e-05,0.0904,0.171,114.041,262440,4
7KWGfnsUU4Ri46TIvjpAPx,71,0.53,0.634,2,-5.759,1,0.0311,0.249,0.000622,0.0979,0.106,111.615,306373,4
4cS2HQ6jK80vqdY9ofpztx,76,0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,188867,4
1YhFtqwcN138S6ng3MT1nN,70,0.622,0.932,11,-4.66,0,0.0498,0.105,2.37e-06,0.328,0.519,108.051,176160,4
3GpbwCm3YxiWDvy29Uo3vP,77,0.72,0.672,7,-6.852,1,0.0551,0.009,0,0.232,0.705,124.986,204640,4
4IoYz8XqqdowINzfRrFnhi,74,0.338,0.803,8,-5.412,0,0.0413,0.0187,0,0.136,0.4,151.994,241853,4
1KHKeIouP04dDtl0EetgED,70,0.588,0.881,0,-4.62,1,0.0666,0.000252,0,0.326,0.709,129.947,209093,4
0V8FYVlBFuXXTIvRnMbZyS,70,0.327,0.588,4,-6.611,1,0.0336,0.0834,0,0.104,0.329,161.074,236067,4
0rFpcfF0YfvFUYsl99Bw9d,67,0.464,0.754,9,-6.653,0,0.128,0.465,1.57e-05,0.37,0.444,86.501,235627,4
09qzRI951OVkXGCc33gzcT,69,0.673,0.842,3,-4.627,1,0.0366,0.06,0.000257,0.178,0.898,125.57,208107,4
4CbKVDZkYKdv69I4bCaKUq,74,0.533,0.967,1,-2.543,1,0.0995,0.00791,0,0.336,0.782,142.018,186813,4
4VqPOruhp5EdPBeR92t6lQ,77,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,304840,4
6OtCIsQZ64Vs1EbzztvAv4,74,0.634,0.69,6,-7.804,1,0.052,0.0771,0,0.132,0.645,94.988,253307,4
7w5cxTEzp1rfV3KCy0Bd5N,70,0.542,0.589,2,-6.623,1,0.0318,0.292,0.000522,0.177,0.137,111.665,303200,4
1ESipSqVefdknPg5IBKFND,68,0.77,0.641,10,-6.077,0,0.035,0.0206,0.00023,0.106,0.639,96.98,191333,4
25rV6ArwFMht49oONoqSLQ,67,0.496,0.577,9,-5.305,1,0.0257,0.234,2.4e-06,0.109,0.381,143.014,238413,4
7wuJGgpTNzbUyn26IOY6rj,79,0.431,0.723,8,-5.887,1,0.0568,0.145,0,0.374,0.19,130.141,267360,4
58FUwmyGUqkt53YPUcm7cJ,67,0.588,0.877,8,-4.78,1,0.16,0.00952,0,0.171,0.645,155.165,326187,4
02eD9ymfJOJOhM97HYp5R9,68,0.525,0.3,5,-8.005,1,0.0286,0.578,8.3e-06,0.116,0.206,80.993,236627,4
28Sc21lrWcZD9Ov4rRkPJq,67,0.639,0.678,7,-5.02,1,0.0278,0.44,1.45e-06,0.221,0.531,106.966,212133,4
6Rb0ptOEjBjPPQUlQtQGbL,74,0.851,0.629,1,-8.385,1,0.175,0.00705,0.000372,0.0746,0.789,125.984,237640,4
22sLuJYcvZOSoLLRYev1s5,77,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,240280,4
64yrDBpcdwEdNY9loyEGbX,77,0.268,0.742,5,-4.939,1,0.0355,0.0518,0,0.626,0.416,159.779,321093,4
3kMrazSvILsgcwtidZd1Qd,73,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,205733,4
4urxRqBRiaH0i20OKBsgxc,69,0.578,0.897,0,-3.906,1,0.0357,0.000666,0,0.0924,0.737,115.491,193107,4
3rEwGRmPVVudVjqdgv0tRR,69,0.584,0.536,10,-8.158,1,0.0279,0.112,0,0.456,0.441,127.001,243227,4
5VfEuwErhx6X4eaPbyBfyu,66,0.617,0.778,9,-8.872,0,0.027,0.459,0.925,0.128,0.152,100.363,127920,4
04uR2cdkgiaLIzebPcs25m,71,0.526,0.723,5,-5.59,1,0.0294,0.3,0.00698,0.058,0.744,159.685,246213,4
1RUTIdTnFs8lHSc0Zr4UJB,66,0.66,0.881,10,-6.119,0,0.0849,0.0722,3.4e-05,0.362,0.586,120.017,227347,4
3opVsyWVYEAFK9bJAG8Opa,67,0.866,0.857,9,-5.894,1,0.0664,0.13,0.0017,0.13,0.408,130.049,251440,4
6HSqyfGnsHYw9MmIpa9zlZ,66,0.415,0.926,5,-1.304,0,0.374,0.253,0,0.256,0.542,158.423,357347,4
2n0U2OG5d6TuW5mKx7YrC0,72,0.546,0.5,0,-8.881,1,0.0379,0.802,0.00108,0.107,0.449,150.92,195840,4
0oJMv049q8hEkes9w0L1J4,67,0.597,0.517,0,-6.963,1,0.366,0.179,0,0.307,0.413,92.035,257560,4
7qje9qxLncMESiPeI27SAn,67,0.555,0.713,11,-4.549,1,0.0911,0.0845,0,0.712,0.725,79.934,240920,4
5aooThgj87ID0vgiyvcjPM,66,0.662,0.763,1,-8.455,1,0.377,0.0389,0,0.103,0.566,170.031,225307,4
1V4jC0vJ5525lEF1bFgPX2,70,0.825,0.856,1,-1.912,1,0.0476,0.00851,1.4e-06,0.127,0.207,128.016,222133,4
4JOP8ELK6AaeySe7sKe996,69,0.596,0.505,7,-7.892,1,0.0619,0.732,1.97e-05,0.106,0.335,86.097,249240,4
57i3M29DWoo7RDk0Tf0LZG,67,0.57,0.798,9,-4.92,1,0.0323,0.102,0.000128,0.178,0.671,103.303,171333,4
217bRMES4HVbPdUe8l8ECN,75,0.812,0.506,1,-10.729,1,0.0533,0.143,0,0.132,0.701,125.941,238720,4
6u9RqxALwkjJ1ukB1y8vuP,66,0.574,0.704,6,-4.72,1,0.0319,0.00455,0,0.107,0.368,109.999,168667,4
4lwavw59UjXUPJZtKNdFYp,69,0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992,274213,4
4prEPl61C8qZpeo3IkYSMl,66,0.568,0.719,8,-5.406,1,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,174760,4
0nkzd3yNniB767zSDDdLZ3,71,0.434,0.939,4,-2.983,0,0.0593,0.0425,0,0.491,0.569,159.932,209493,4
4ZC8hXXqu2hPcDLw9QTdtQ,66,0.541,0.812,4,-3.764,1,0.0336,0.203,0,0.42,0.607,141.056,201627,4
4dK00wCxlqWEeN8BoM1BHT,72,0.516,0.874,9,-2.571,1,0.186,0.0864,0,0.173,0.391,169.561,297520,3
3e21cX0CVwzkQXiHz7WUQZ,64,0.663,0.91,1,-1.629,1,0.317,0.0719,0,0.244,0.342,144.993,229227,4
47No93LxERvV6MtOAmQzHS,68,0.522,0.964,11,-2.645,0,0.095,0.00109,0.000389,0.0387,0.51,170.944,218627,4
3UI9I3e1g1y5T3SMfdgfGO,80,0.836,0.637,6,-4.803,1,0.0367,0.535,0,0.129,0.875,120.025,230280,4
7fmJGzyvOcbh6UANsH8Cp6,70,0.64,0.789,0,-6.691,1,0.0359,0.0338,0.00388,0.53,0.311,97.539,241640,4
1OrD9RkuBnoNrrURFap9wi,67,0.753,0.534,2,-4.661,1,0.0277,0.0339,7.32e-06,0.0972,0.847,96.073,158653,4
13plQdOoWSSXPRUSZc5FuM,72,0.817,0.733,2,-6.009,1,0.145,0.0152,4.31e-05,0.107,0.833,127.056,237120,4
7nDIflSHQXzaa8zupxwv3U,76,0.653,0.827,4,-3.206,0,0.042,0.649,0,0.18,0.733,95.223,259853,4
1oHClQEgDmmbcEx12Kc5nZ,75,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,189693,4
7kMfu3KUydmrFVGEAhjtyl,66,0.594,0.874,0,-3.716,1,0.0815,0.0116,0,0.549,0.628,119.964,196413,4
7A5CReD6yWe0rrkJym34QI,64,0.581,0.691,9,-5.33,1,0.0333,0.257,0,0.11,0.299,137.985,239413,4
4V0x90QcMh4ZxwHzEWOdtK,65,0.34,0.737,8,-4.681,1,0.0582,0.000105,0.762,0.0699,0.499,172.022,192080,4
2DHc2e5bBn4UzY0ENVFrUl,69,0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,232467,5
55KYlnsC6nYnr3IykbmJwE,66,0.548,0.911,10,-3.701,1,0.0397,0.000345,0,0.23,0.654,128.036,173173,4
2fQ6sBFWaLv2Gxos4igHLy,63,0.724,0.87,1,-3.614,0,0.113,0.00453,0,0.833,0.81,93.01,207547,4
2DPYlWl50ydYsnnuryL5aX,66,0.837,0.515,7,-4.065,0,0.0793,0.103,0,0.233,0.769,129.001,227840,4
75QTZG8XFYKb0HQIwgCzNE,64,0.641,0.762,7,-4.355,1,0.0451,0.0904,1.26e-06,0.101,0.647,127.514,179573,4
4fIWvT19w9PR0VVBuPYpWA,71,0.615,0.733,8,-4.808,1,0.0335,0.152,0,0.109,0.796,122.58,244587,4
4i3GraNMzBKze1WsVl38DS,65,0.49,0.507,2,-6.205,0,0.0849,0.209,0.00104,0.119,0.237,147.037,139575,3
7ywzEdEuVG1lsjsRCGJfLy,63,0.459,0.545,6,-4.874,1,0.0282,0.142,0,0.105,0.194,137.941,248587,3
2gscB6kDOmrv1P6qs2KXE3,75,0.382,0.996,7,-4.119,1,0.104,0.00208,0,0.417,0.327,93.345,147840,4
1HR2CTi0ytRJIcik1QKdOa,71,0.727,0.696,5,-4.472,0,0.0706,0.251,0,0.0726,0.467,132.077,392827,4
2WgyOP8Z1D6GQYumCwH4Dk,70,0.694,0.801,9,-4.503,0,0.0441,0.00124,0,0.479,0.646,119.969,249280,4
0CSTvWUps1YmpQoXXay9ol,63,0.524,0.803,9,-5.56,0,0.0366,0.145,0.000191,0.115,0.0827,140.003,255133,4
2dwhns14pjuxxcM5a0eOow,65,0.241,0.97,10,-4.246,0,0.104,7.35e-05,0,0.904,0.621,159.93,180840,4
6wVWJl64yoTzU27EI8ep20,73,0.498,0.885,4,-4.423,0,0.0461,0.0148,0.00041,0.239,0.67,106.719,224827,4
7kh64k3P9Fk4EsA6vOdwmj,66,0.719,0.825,0,-4.26,1,0.0521,0.39,3.75e-06,0.103,0.798,98.023,167933,4
6OqdF0vHI9xkqswI7EK0cD,63,0.597,0.82,5,-2.529,1,0.0582,0.0328,0,0.119,0.576,119.969,236787,4
5kOerWLruDrwe8zA9HPglH,66,0.666,0.738,9,-8.335,1,0.0493,0.021,0,0.111,0.753,124.367,163227,4
3QmesrvdbPjwf7i40nht1D,69,0.643,0.344,2,-11.342,1,0.0349,0.909,0.0112,0.106,0.547,144.171,250907,4
5nJaS3PEpyPfaWiLxIGtRX,72,0.785,0.881,8,-4.205,0,0.0505,0.212,0,0.753,0.729,113.999,239493,4
4IX6QvjOI62tyHigVsTUlv,64,0.507,0.933,0,-4.7,1,0.0869,7e-05,0,0.105,0.715,149.996,188813,4
07HPV6hzecJmMJwsIX8YVU,66,0.602,0.894,4,-3.975,1,0.032,0.00154,0,0.433,0.643,125.988,180800,4
0xahPNJVFHGMEFxu9kergk,71,0.591,0.333,8,-10.828,1,0.0434,0.901,0.000878,0.129,0.504,139.833,189681,3
1z3ugFmUKoCzGsI6jdY4Ci,73,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037,342680,4
1a9YW7fATU351ok4zWjU7a,66,0.436,0.942,9,-2.206,1,0.0496,9.56e-05,0.000438,0.209,0.5,164.975,253947,4
2Vy16OMt19FH30uQNTFdLk,67,0.499,0.728,8,-4.922,0,0.385,0.235,0,0.686,0.853,96.089,135067,4
6eDApnV9Jdb1nYahOlbbUh,73,0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,215867,4
6A5NlmBCsCGbJ27jHQgKV5,70,0.854,0.674,11,-4.896,1,0.0705,0.0204,0,0.101,0.818,125.845,210800,4
4Dm32oO01YpIubCHaAtKkN,69,0.526,0.882,9,-4.006,1,0.0509,0.0014,0,0.144,0.424,144.982,211493,4
0SgbP5ZZOsUiHlE8EfeHma,62,0.626,0.357,2,-7.166,0,0.0631,0.354,0,0.0552,0.401,179.869,238867,3
0ujsBQIHVikzdQOekiu5gS,62,0.75,0.71,10,-7.936,0,0.0395,0.107,0.000989,0.449,0.797,120.004,260200,4
4mnOVRRXsaqg9Nb041xR8u,70,0.592,0.473,8,-9.834,1,0.0354,0.681,0,0.0732,0.741,203.989,249360,4
5JmJVj3qLsCnBsQ8IC9XLf,62,0.775,0.678,7,-6.915,1,0.0351,0.0112,0.0105,0.125,0.93,147.847,210347,4
03MWa1FMygR3RrQoQytsjS,61,0.706,0.691,9,-5.86,0,0.0338,0.546,1.3e-06,0.366,0.597,134.751,259040,4
3aJgAgTI9srxcTuyzVDtkm,65,0.535,0.448,0,-7.759,1,0.0431,0.808,1.25e-05,0.303,0.557,78.784,144827,4
3RBGG1be9aBaSvjnw6ABkh,63,0.672,0.62,8,-4.865,1,0.0422,0.123,0,0.362,0.627,78.005,221920,4
2MioxSroS0g1mi24LLfcnq,71,0.811,0.562,5,-10.183,0,0.0368,0.137,0,0.0623,0.965,129.039,255027,4
08XYO58FzMzn3JgEFrs7Gd,65,0.796,0.754,7,-7.876,1,0.0552,0.00474,0,0.0826,0.794,122.046,98107,4
0WKd91LoIHCFIhDmgewjhy,61,0.73,0.706,9,-5.274,0,0.0802,0.518,0,0.361,0.935,83.962,188827,4
2V5ZTy99M1T7KxgxLS8Lyi,62,0.625,0.686,4,-5.002,1,0.0295,0.233,0.000115,0.0752,0.528,115.158,143333,4
2idmlkd8oUaQvYEtINpLBX,62,0.744,0.614,1,-3.908,0,0.0838,0.00685,0.334,0.0708,0.774,131.994,383547,4
2ACs0dJwkSsvNZvEbvFurK,65,0.378,0.665,7,-7.386,1,0.0428,0.00461,0.000118,0.0575,0.431,169.981,267467,4
2DzLlUtscN7QECJ6E3yvHE,67,0.841,0.86,1,-8.915,0,0.0394,0.173,1.84e-06,0.224,0.915,111.982,150361,4
0CD1Hybzpwc9Av6iRI2xjr,62,0.533,0.961,11,-3.32,0,0.0549,0.000602,0.000177,0.275,0.328,106.991,199800,4
3cSuhzV7wKX5diQ8hos78P,61,0.488,0.691,0,-8.09,0,0.279,0.0219,0,0.501,0.697,156.141,310733,4
0bBvuLFzIjrHm9PPyvohIA,72,0.593,0.557,2,-3.18,0,0.031,0.321,0.000845,0.0932,0.568,149.832,209787,4
57QFOU3f7O0gDLadxv5z8w,61,0.851,0.598,0,-8.356,1,0.439,0.000595,0,0.343,0.654,180.046,237320,4
1fPCGREltHJuV3axEPydLp,73,0.853,0.706,7,-7.598,1,0.0451,0.403,0.046,0.0751,0.778,121.991,189200,4
0JaVdpmiex2EP7bBzyKVTa,62,0.749,0.476,11,-11.147,0,0.507,0.579,0,0.1,0.534,71.937,188189,4
0CcFhIRRW468bAlAwD9FFs,67,0.609,0.967,10,-3.139,1,0.0434,0.308,0,0.0915,0.97,109.589,154587,4
6i81qFkru6Kj1IEsB7KNp2,70,0.473,0.348,0,-11.1,1,0.0288,0.721,7.42e-05,0.0823,0.283,107.819,215853,4
7xVwhsuZTUWhIyFeDH6rYr,62,0.65,0.753,2,-4.745,0,0.0632,0.324,0,0.307,0.616,82.478,221933,4
35srNkJVToAzYiZzron1FY,67,0.637,0.69,9,-3.214,0,0.0693,0.417,0,0.211,0.103,140.329,253907,4
1b7LMtXCXGc2EwOIplI35z,67,0.795,0.564,7,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,203893,4
0aZJGkkXR3DgaFqo5sB8ot,65,0.497,0.923,2,-4.512,1,0.138,0.00282,0,0.158,0.663,181.074,198000,4
61YzdCCBPM5Pc7lIiD5i8C,71,0.623,0.901,10,-4.402,0,0.182,0.0785,0,0.0251,0.896,179.985,186533,4
5vyxXfD5gLlyPxGZMEjtmd,66,0.452,0.544,4,-5.423,1,0.0277,0.0631,5.33e-06,0.104,0.158,133.042,191947,3
57uX2vR9j9DNiANDYfXw1i,68,0.23,0.492,8,-5.767,1,0.0317,0.568,8.18e-06,0.176,0.262,160.139,256613,4
2jTkLdldm7xtHUfHKhzR7S,61,0.267,0.472,2,-10.342,1,0.0364,0.0607,0.0299,0.0896,0.224,86.22,255838,1
7hR5toSPEgwFZ78jfHdANM,66,0.681,0.593,5,-9.327,1,0.0251,0.435,0.000117,0.106,0.731,115.058,250373,4
5pyB5WEAEwqwl18UaBLeBl,60,0.594,0.601,6,-5.996,1,0.029,0.122,5.69e-06,0.181,0.531,131.931,218853,4
1cdC9TCqyLwAlsw3fVJaJS,60,0.464,0.754,9,-6.653,0,0.128,0.465,1.57e-05,0.37,0.444,86.501,235627,4
7ss73yV5efYHgm9bAQ98JM,62,0.262,0.867,8,-4.472,1,0.0481,0.00216,0.00173,0.0858,0.485,179.985,172587,4
0vBpyfpW2lARGh3AZFtWRi,61,0.671,0.805,8,-3.232,0,0.081,0.0134,0.0547,0.237,0.866,132.051,203920,4
6Wx88Mv6b9ofjKMKkdwOJd,71,0.493,0.808,5,-3.365,0,0.0362,0.000235,0,0.0983,0.38,117.971,268613,4
6rUcS9i07F6okIe8wujs5J,60,0.741,0.658,7,-7.758,1,0.0853,0.643,3.43e-06,0.307,0.746,142.057,246013,4
5XRHGXut00SrJUFmcn2lQF,67,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,238000,4
20X9OeC606XNwEtDBOym5u,64,0.44,0.976,10,-3.17,1,0.141,0.00177,3.39e-06,0.16,0.412,150.005,226707,4
78T9DulqSBWqkaxczcGBfk,60,0.649,0.659,0,-8.924,1,0.066,0.638,2.71e-05,0.359,0.497,90.991,210893,4
3DjRp5TOyy29YsfKbCWK3f,60,0.467,0.688,11,-5.352,0,0.0298,0.00149,3.92e-06,0.169,0.229,137.884,212493,4
7dZAPeA3Of5j5Vaef0DQ6M,60,0.93,0.712,10,-5.156,0,0.0666,0.245,1.48e-05,0.116,0.456,99.054,216413,4
4WiIscpBgQFm5qIyjoH7M4,60,0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.009,221000,4
69ghzc538EQSVon2Gm3wrr,70,0.58,0.75,4,-4.421,1,0.194,0.159,0,0.274,0.728,86.938,229107,4
77FULy278MulVvGWS8BfK7,59,0.675,0.862,11,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967,191000,4
33R3swWziWYmnDYvZqcZVS,60,0.762,0.484,11,-12.368,0,0.0311,0.812,0.389,0.0841,0.415,122.916,201947,4
1YaVmBh7EAeR54FIjuFcb5,67,0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,202587,4
7JVIiaJPFiZypYSOMREhhA,70,0.813,0.92,4,-2.643,0,0.055,0.279,6.93e-06,0.329,0.767,115.994,229680,4
1Fo2N5iXRi37maMboaig7O,61,0.476,0.84,2,-2.259,1,0.058,0.11,0,0.046,0.648,156.254,177253,4
6WSFMa721PvfnspCRsGOMh,61,0.217,0.466,0,-6.156,1,0.0346,0.0167,2.58e-05,0.152,0.173,149.398,318693,3
1AJx5jJQy9pKKxcnHm85RY,62,0.782,0.835,10,-4.278,0,0.283,0.281,0,0.459,0.527,80.014,240173,4
6Zdjh0uRQPt22BPckJgvEj,70,0.775,0.786,1,-4.59,0,0.0503,0.0419,0.000413,0.0875,0.19,114.996,180387,4
2l8QQVT6hYdnT79kKCU6p6,68,0.573,0.276,10,-8.073,1,0.0397,0.651,0,0.0909,0.442,81.898,194947,4
7CEV9VwA8XO9wwxTXgYKvY,60,0.424,0.264,2,-9.984,1,0.0298,0.831,7.08e-05,0.0763,0.169,139.593,300840,4
1le5KVGTF1xWf2aUj7ruLy,60,0.644,0.834,4,-6.473,1,0.0275,0.156,0,0.112,0.593,117.043,215547,4
360ZhWvMnyXKYFG9Mqsm89,65,0.76,0.696,0,-5.811,1,0.0491,0.0195,0,0.278,0.903,127.029,205884,4
15WbjBy1bzH1UsUldBwwlW,64,0.493,0.372,7,-11.889,1,0.0331,0.964,0.0308,0.117,0.25,116.86,285160,4
7K8XoQXZBffc4xG2xIQHMO,61,0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39e-05,0.426,0.841,124.991,268840,4
4FthwGFz9SVZgCVqxNXsSK,64,0.405,0.962,11,-4.894,1,0.0842,0.000213,2.31e-06,0.108,0.489,170.023,190133,4
1RXoCep9hxApPfx8UFsGZk,67,0.465,0.813,7,-4.321,1,0.0841,0.00281,0,0.0464,0.614,148.029,197373,4
5bsnLiT00hG37qd8p2jdVl,71,0.287,0.721,9,-5.81,1,0.0387,0.00764,0,0.328,0.763,169.252,197973,4
4QoZGQ8woaho94v629kVl1,60,0.64,0.822,9,-4.954,1,0.041,0.42,0.000435,0.144,0.395,141.054,199773,4
1ejsHmXBdf1RMLAmDQdFdh,60,0.333,0.524,10,-6.788,1,0.0301,0.194,0,0.124,0.438,73.393,170387,4
5qtwzv99vOr5UTwnTixn7j,68,0.56,0.958,11,-3.245,1,0.0412,0.0016,4.96e-05,0.0643,0.961,129.984,190987,4
6wo9obXjAhA8Yc90sswR56,60,0.637,0.89,0,-3.877,1,0.0312,0.0832,1.9e-06,0.0892,0.928,123.002,164733,4
5ItzU5pBrFmRUudfr5RkJP,59,0.731,0.927,11,-5.663,0,0.0408,0.015,0,0.103,0.669,143.987,249920,4
