id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2hns6Dv29Yrg68AVTJiAyA,76,0.688,0.734,9,-4.569,1,0.0274,0.00462,0,0.0756,0.46,140.004,208493,4
48NXpYRuvv9izul4oXhqS9,79,0.887,0.701,4,-5.892,0,0.0873,0.106,0.00948,0.0466,0.965,110.002,315293,4
1WzAeadSKJhqykZFbJNmQv,74,0.744,0.637,6,-4.483,1,0.0241,0.337,0.000222,0.0696,0.785,100.511,211893,4
2jdAk8ATWIL3dwT47XpRfu,74,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,242000,5
2olVm1lHicpveMAo4AUDRB,76,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,234333,4
0Om9WAB5RS09L80DyOfTNa,67,0.58,0.491,0,-6.462,1,0.0251,0.575,0,0.121,0.425,76.009,232107,4
6o3s08kk2fQI37vxGZDrJ1,69,0.835,0.757,8,-5.029,0,0.23,0.00647,0,0.29,0.626,82.038,274387,4
4AniPkv5vgdE1n6VKreiyI,67,0.707,0.642,7,-4.271,1,0.0337,0.204,0,0.0925,0.249,113.083,268120,4
1qHRFZE8qykNXYZadzmi1m,67,0.674,0.646,5,-5.876,1,0.027,0.486,8.37e-05,0.262,0.613,148.1,209320,4
01YROQCnF1AQm7SCWJmD2o,68,0.569,0.508,7,-12.823,1,0.0502,0.768,0,0.145,0.647,167.624,196560,4
2d6m2F4I7wCuAKtSsdhh83,73,0.467,0.883,2,-3.679,0,0.106,0.000321,0.000152,0.125,0.309,122.252,299227,4
3Lc65aYhtNRO19Fnq2oMb8,67,0.66,0.978,1,-3.064,0,0.107,0.0247,0,0.0856,0.591,98.023,204960,4
1LkoYGxmYpO6QSEvY5C0Zl,70,0.317,0.887,0,-4.525,1,0.0472,0.000449,9.23e-06,0.363,0.544,174.009,175200,4
5OusUgzHz6Ulb3GZT7WUo5,67,0.625,0.848,2,-4.008,1,0.0314,0.105,0,0.23,0.716,137.993,235427,4
6zKF4293k44ItKWJJgrhXv,71,0.197,0.956,10,-2.908,0,0.0663,7.61e-05,0.00992,0.261,0.209,177.018,244773,3
2gvmxusSOe3vNjNDjQWaso,72,0.596,0.679,4,-3.881,0,0.0324,0.18,0,0.0938,0.746,110.464,167680,4
05Sgj1Hx03ZXc57gsV1kfX,67,0.888,0.577,1,-7.702,0,0.0612,0.0986,0,0.131,0.609,84.003,241840,4
2ASygm7048ssav4ekbehPS,69,0.265,0.714,8,-5.393,1,0.0375,0.000129,0.432,0.137,0.1,145.156,360667,4
5PZ2cqh9Yem2g6cTSOLllz,68,0.416,0.741,7,-4.001,1,0.0335,0.00804,0,0.273,0.286,160.515,202973,4
3SktMqZmo3M9zbB7oKMIF7,72,0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,245827,3
4OyzSXRSadNQt5EMwASdap,77,0.452,0.523,5,-6.453,1,0.0625,0.563,0,0.233,0.363,173.85,193827,3
27ze5t5tIDPlVits0KRbxT,76,0.779,0.589,5,-10.645,1,0.0345,0.332,0,0.12,0.894,128.044,215213,4
5YqpHuXpFjDVZ7tY1ClFll,66,0.589,0.177,3,-14.891,1,0.0325,0.977,0.714,0.0958,0.311,88.409,161680,4
6l8GvAyoUZwWDgF1e4822w,66,0.397,0.386,0,-10.405,0,0.0503,0.271,0,0.188,0.21,144.242,355400,4
6yLqoieklk9gwabLaUDJ4s,78,0.67,0.821,9,-5.868,0,0.0334,0.251,0,0.199,0.384,94.983,242390,4
56Tl3UgyZTqfZtvFNS31wm,65,0.423,0.94,1,-4.012,0,0.0635,0.00166,0,0.178,0.505,149.934,206520,4
1lATXTBJDHwawvT1UfxWu3,70,0.469,0.79,7,-6.889,1,0.0391,0.000148,0.372,0.282,0.466,107.45,381947,4
3FAclTFfvUuQYnEsptbK8w,81,0.403,0.422,7,-13.964,0,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,241293,4
6nLvaCZFR1wEzW3sIKpsnr,75,0.772,0.371,5,-5.743,0,0.0348,0.744,0,0.167,0.684,96.574,233733,4
4v5kAh2wWyCSuKuhMJK8u6,75,0.589,0.655,8,-8.138,1,0.0488,0.057,0.000353,0.372,0.675,105.272,220640,4
4JXfNOePhdgMOI7KZ1L25U,68,0.347,0.868,5,-4.145,0,0.0467,0.00012,0.000273,0.0845,0.313,182.851,218467,4
1MBM7CyZbwJpVbbZJnHHRg,70,0.606,0.591,0,-7.228,0,0.087,0.0756,0,0.328,0.477,95.802,252973,4
3hQCHzkE5oSA3F1xM8bpcM,69,0.502,0.652,9,-7.224,1,0.3,0.0848,0,0.0675,0.648,136.08,254093,4
234RqTZmnDTnxWlVciXHLD,65,0.428,0.919,10,-3.245,0,0.0618,0.0503,0,0.245,0.294,145.927,214831,4
7jRoWfRlLnGYEIEn4t4kbq,66,0.77,0.609,1,-5.894,1,0.345,0.214,0,0.166,0.631,90.952,241307,4
7I6DceMT3utDOHjcYCbrr4,75,0.798,0.443,2,-6.062,1,0.0403,0.244,0,0.326,0.354,125.232,293053,4
0CXVjQI9wsqaGeIARkkpYc,75,0.866,0.454,0,-9.383,1,0.0414,0.0373,1.49e-06,0.275,0.368,99.985,247067,4
2GlV9w8oHSQdiPPk9lxqlp,71,0.705,0.806,0,-9.129,1,0.0405,0.0797,0.000169,0.0545,0.439,134.997,279911,4
6oYkwjI1TKP9D0Y9II1GT7,69,0.511,0.475,10,-14.667,1,0.161,0.708,0,0.105,0.819,98.957,195147,4
1kdiiFGX1Htx0aVZYaDwEJ,64,0.213,0.927,7,-3.378,0,0.14,0.000729,4.85e-06,0.081,0.28,162.109,348387,4
5NeIONQWJ25uPylJBJiO4c,71,0.545,0.753,3,-4.618,0,0.036,0.0417,0,0.389,0.434,105.754,282947,4
4KqBoq7MoDJeVsvUHTjXCM,69,0.946,0.289,11,-9.413,1,0.0584,0.152,2e-05,0.234,0.816,102.073,129627,4
7tUSJY4nsDBJTjd1UXKRsT,69,0.274,0.144,5,-14.516,1,0.0482,0.92,0.000388,0.29,0.302,61.551,195493,5
2lMg3lCMOGistaWBNGjuT3,66,0.907,0.625,1,-5.557,1,0.198,0.0042,0,0.151,0.605,99.918,163133,4
6shRGWCtBUOPFLFTTqXZIC,65,0.787,0.655,6,-8.339,0,0.0431,0.238,0.000171,0.138,0.65,102.485,208653,4
5I76YtdZkFQReVgKppRd78,70,0.814,0.639,1,-8.078,0,0.0463,0.0979,0,0.13,0.961,133.035,234240,4
7ISL3LO8AWP3fKIXunvqTa,67,0.264,0.78,0,-2.741,1,0.0517,0.0452,0.0222,0.376,0.456,155.376,280467,4
1zyGFId8xHOcRmCmehrwlc,67,0.69,0.795,3,-4.956,1,0.0312,0.255,0,0.202,0.872,96.99,166573,4
2RUhtNBh43RtSg0WBPPq3m,64,0.547,0.816,8,-6.165,0,0.0624,0.0688,0,0.127,0.722,102.765,203507,4
6ls5ulRydoPE7oWGPGBqFA,69,0.633,0.529,5,-7.85,0,0.0339,0.307,0,0.342,0.578,90.08,235067,4
0uukw2CgEIApv4IWAjXrBC,69,0.481,0.973,7,-1.945,1,0.0542,0.0037,0.000877,0.325,0.362,99.331,195520,4
6Gfmj0HbpvxTdW0sdlzTDU,65,0.548,0.769,4,-4.853,1,0.0312,0.0307,5.53e-06,0.0867,0.388,135.712,248280,4
0HDHY6RSHHG2ZTE0cMT4GJ,73,0.745,0.716,9,-8.221,0,0.0411,0.202,0,0.059,0.817,132.932,257187,4
100Tm6z29RfHTdUQ6NIs0s,80,0.575,0.679,2,-3.845,1,0.0278,0.0664,0,0.0956,0.601,107.878,187520,3
1Fu9o08qEKVEwzU8siVcig,66,0.503,0.881,0,-4.502,0,0.0827,0.0261,0,0.482,0.597,101.038,187880,4
7piw04hPQZ1OHZ9Fq9JOXR,68,0.306,0.873,0,-3.668,0,0.0567,0.00105,0,0.52,0.452,198.387,186373,4
4fPBB44eDH71YohayI4eKV,74,0.63,0.908,11,-2.42,1,0.0326,0.0238,0.592,0.116,0.968,120.522,189227,4
5clFSlfkCRlhnH1cAQjSBi,77,0.709,0.726,7,-7.129,1,0.0411,0.0977,0,0.301,0.404,92.006,182187,4
4T4NLIMypdmyUwK54jECk4,72,0.421,0.799,6,-5.183,0,0.0562,0.00871,1.63e-05,0.0794,0.731,82.408,221720,4
6RFkVsPmrM4pzlDkFswwJl,64,0.617,0.485,5,-8.227,0,0.115,0.868,3.44e-05,0.115,0.845,82.228,158573,4
6nz35DNIzbtj5ztpDEcW1j,66,0.652,0.809,5,-5.276,1,0.17,0.164,0,0.175,0.512,94.786,254466,4
4aR9bPMAOFySBuQSbVWF3d,63,0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,196893,4
3pD0f7hSJg2XdQ6udw5Tey,74,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,448573,4
6Efmq0wDgijxWFdBkzIOvb,63,0.797,0.654,11,-6.946,0,0.248,0.000777,0,0.14,0.464,80.007,284587,4
5lRzWDEe7UuedU2QPsFg0K,72,0.319,0.757,0,-6.117,0,0.0432,0.016,0,0.102,0.101,122.465,322173,4
10ASBwZsp7oUUDsJEYz3uS,68,0.345,0.929,3,-4.469,0,0.142,0.00015,0.00106,0.129,0.181,155.041,227107,3
6nnacTL5on2aVsRhVDNUSo,63,0.113,0.951,0,-4.743,0,0.129,0.00176,0.00718,0.334,0.139,200.024,441560,4
3DQVgcqaP3iSMbaKsd57l5,76,0.535,0.948,6,-4.19,0,0.0356,0.00225,0,0.376,0.778,103.183,173680,4
2R5uY1gbIKzGB1yAOH067s,62,0.425,0.922,3,-2.6,1,0.0412,0.0174,0,0.104,0.564,156.045,204661,4
4xlEKYv7HmC8zXoJIbpZKM,69,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,215267,4
0CAJdthKDdRjB2h8YOguN6,64,0.551,0.81,11,-4.365,1,0.0344,0.0155,0,0.169,0.332,73.464,274333,4
10aWGOqSDBqvNzJ9NeKDbK,71,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02,220853,4
30FURVTCpbKyykjSEQzGkH,70,0.49,0.725,10,-3.304,1,0.0392,0.123,2.68e-05,0.0983,0.335,123.28,240440,4
4RAOI1etsgbh5NP3T5R8rN,73,0.289,0.796,0,-4.22,1,0.0494,0.00837,2.61e-05,0.202,0.33,169.835,238680,4
0Zh3tKIphLOvQux4dA6PFZ,68,0.236,0.799,4,-5.167,0,0.0939,0.0136,0,0.0948,0.303,208.951,279027,4
663Karu2rvKLdnY0eo1n3M,70,0.45,0.883,7,-4.094,1,0.0524,0.00193,0,0.293,0.328,93.41,214707,4
7HW5tUjaKxBUamSi7nnzPt,73,0.585,0.132,9,-12.731,1,0.0751,0.937,0,0.106,0.454,151.968,159172,4
5Bpc360LNUScK53FrM8nvB,65,0.139,0.937,6,-3.944,0,0.206,5.39e-05,0.0572,0.349,0.304,205.784,249320,3
4jA9iztK8seGSGo05lJ0Cu,64,0.917,0.624,2,-5.761,1,0.0441,0.229,0,0.128,0.328,126.98,206733,4
50xeLNGKmskmYUSINhqvfa,63,0.731,0.563,2,-4.046,1,0.131,0.191,0.000423,0.296,0.452,184.004,240427,4
4f49sFQko7jHLEFd3tCf5p,78,0.801,0.839,1,-3.267,0,0.24,0.0206,7.65e-05,0.0946,0.792,170.011,229027,4
358bOvBiZCS9fRzNYosw6c,66,0.701,0.724,0,-5.751,0,0.145,0.267,0,0.0867,0.425,132.035,237053,4
1G7DcLzPnopdZjLkev0K4e,67,0.576,0.697,10,-4.192,1,0.326,0.0286,1.15e-06,0.167,0.501,175.906,227667,4
3JrD5PQbOAgGTKhts9Te6d,63,0.583,0.782,6,-5.328,1,0.027,0.00499,0.000131,0.145,0.682,120.024,199560,4
0SzvmWfOhoxZVGrmvb56YL,71,0.462,0.595,2,-9.363,1,0.0347,0.215,0,0.184,0.64,113.719,152613,4
0I0wn4G67txQwENcmRH3d6,63,0.784,0.815,1,-2.703,1,0.298,0.127,0,0.0758,0.559,178.119,271813,4
45dGKmN6jw7PgK6Dw2rEp2,69,0.608,0.785,11,-5.346,0,0.0472,0.00173,0,0.0762,0.806,117.983,200733,4
3skn2lauGk7Dx6bVIt5DVj,75,0.55,0.874,4,-4.046,1,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,240213,4
1aDLUzCyYpRXgrjwUWzV2X,65,0.633,0.831,4,-5.053,1,0.0461,0.0401,0.693,0.117,0.243,127.397,354360,4
7vSn3VNbzOtPebdj6ZSebj,63,0.566,0.898,9,-3.659,1,0.0634,0.0613,0,0.126,0.791,115.954,216773,4
08KTQSs3ickNki7FFTb6fY,66,0.661,0.836,1,-4.079,0,0.0297,0.00615,0,0.032,0.799,137.507,187385,4
4BIWl6xOUupdv3jpWtPSDC,62,0.454,0.948,5,-4.126,1,0.0831,0.0142,0,0.346,0.488,149.094,154133,4
5pRElcsPZrgZXkoON2o5Go,68,0.359,0.955,4,-2.323,0,0.12,0.00116,0,0.349,0.446,170.033,230427,4
3N4DI1vuTSX1tz7fa2NQZw,74,0.407,0.558,0,-13.609,1,0.0552,0.0541,1.51e-06,0.34,0.777,71.815,214947,4
5iJfzXKvQXlYOBtEQhEmpA,67,0.761,0.892,6,-5.354,1,0.133,0.178,4.19e-05,0.0712,0.935,127.04,255173,4
614NVFo5csQqRnryl4jXs2,71,0.808,0.682,2,-7.128,1,0.0963,0.171,1.42e-06,0.464,0.491,89.987,235627,4
2JBs412fpVUuzIaIp3CyIs,69,0.791,0.782,7,-4.973,1,0.0289,0.143,3.7e-06,0.107,0.635,115.992,264720,4
6rSuL1ViLO7Aljn2WD09s4,68,0.509,0.938,11,-3.883,0,0.0715,0.000644,0.00246,0.14,0.335,94.019,204347,4
3a9urnht8HvfFzPwd0ipx6,66,0.369,0.995,0,-2.584,0,0.12,7.6e-05,0.00589,0.241,0.27,185.985,250253,4
13xxBnXOuiBxVxJI458B0i,72,0.588,0.391,0,-8.607,0,0.0334,0.839,0,0.227,0.349,144.069,226973,4
50NQdrO55nqwZrDwKny5NH,64,0.372,0.904,5,-4.438,1,0.106,0.007,1.34e-06,0.112,0.362,159.081,231507,4
2fyIS6GXMgUcSv4oejx63f,76,0.634,0.599,2,-5.447,1,0.0365,0.0288,0,0.197,0.312,112.215,175440,4
7g7M96UGiA7OR79H86gV4m,62,0.858,0.484,6,-7.448,0,0.277,0.0241,1.8e-06,0.123,0.329,99.992,202720,4
6ksWMnPcHNyNoNf3y1BQCO,76,0.868,0.764,4,-6.574,0,0.167,0.119,0.00143,0.0918,0.397,96.994,263293,4
4fFgpzgSkmn3wajioLBPOr,75,0.794,0.831,8,-9.235,1,0.331,0.0135,1.12e-06,0.11,0.328,172.407,295533,4
2ZICF8SFI5tHttaLJKMY1X,68,0.509,0.93,0,-2.689,0,0.0474,0.00137,0,0.152,0.783,154.946,149640,4
4BxzNZpcm1j3JczZzGNe2k,72,0.662,0.896,5,-5.311,0,0.251,0.318,0,0.186,0.79,90.622,305280,4
1EotcFbWTbMCXeKFVEtX6Y,61,0.515,0.802,8,-3.423,1,0.0345,0.0321,0,0.0844,0.29,85.998,201347,4
0JIdBrXGSJXS72zjF9ss9u,61,0.563,0.934,8,-3.629,1,0.0646,0.00452,0.000807,0.103,0.518,143.964,213053,4
2DmBuFsXx1Pd5FHrMF8PD8,61,0.405,0.775,10,-2.907,1,0.0335,0.358,0,0.211,0.422,200.389,176427,4
0Ta3jOf8m9yCSWMVwd8Qlf,62,0.699,0.837,2,-5.173,1,0.0428,0.103,0,0.231,0.348,95.493,228653,4
3rusXt8aQcGDtYImYtL5tm,72,0.789,0.43,2,-6.396,1,0.0877,0.609,0,0.0843,0.742,115.843,163655,4
7cfpUwXVmVNwi0e0lKkII3,70,0.628,0.554,5,-5.517,1,0.104,0.643,0,0.0756,0.973,188.098,171027,4
1wI3UvluGGKUeFeVFsP9do,62,0.545,0.64,10,-3.529,0,0.308,0.368,0,0.111,0.574,181.733,254493,4
0jn2XqaHliEpWd04ZykIHy,61,0.549,0.284,4,-8.383,1,0.0388,0.774,0,0.105,0.389,135.632,284427,4
78DwRIo6Vj6wqteyerGetr,66,0.495,0.238,1,-11.026,1,0.03,0.958,0.0118,0.0875,0.357,175.958,198200,4
7cVmKBwzPsh4Fmb6SplfEm,61,0.886,0.62,5,-5.854,1,0.307,0.082,0,0.1,0.6,76.035,229813,4
3J6vrRMz6EfwH2sgYiyNhc,67,0.677,0.946,6,-2.887,1,0.0553,0.185,3.56e-06,0.274,0.948,96.011,240973,4
2kMjk14RmYyYhhSbipoa9U,66,0.513,0.937,1,-3.427,0,0.0532,0.000111,0.000102,0.083,0.543,155.015,200880,4
1pLdjo3lOBbMaoR4ZpybFH,63,0.697,0.629,9,-5.757,1,0.0425,0.409,3.8e-06,0.0819,0.439,123.279,267413,4
0iA3xXSkSCiJywKyo1UKjQ,66,0.623,0.709,1,-9.818,0,0.0636,0.102,0,0.0967,0.948,122.394,165381,4
5zd9TgduWbfFXwgnm3K3Rz,61,0.729,0.795,7,-4.579,1,0.144,0.354,0,0.536,0.856,146.747,176880,4
3fytQQcjEOWXlvI9BDXVcK,63,0.518,0.473,5,-10.907,1,0.0753,0.818,1.44e-05,0.126,0.501,81.486,185573,3
03wKMRNYVvw6s9nm4I4jUS,61,0.363,0.787,7,-5.071,1,0.0429,0.00176,0.00445,0.531,0.202,175.919,279293,4
65ShmiE5aLBdcIGr7tHX35,65,0.506,0.877,0,-5.73,1,0.032,5.16e-05,0.776,0.0712,0.302,114.589,426680,5
2QrQCMel6v2JiLxqrg4p2O,60,0.403,0.627,2,-5.28,1,0.0292,0.0177,0,0.182,0.374,74.9,213080,4
2zzLRQ78kKfPTx8FJQCdC2,75,0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,202133,4
2wZTnl0pPFr3HBcyXfOaVJ,63,0.56,0.372,11,-6.58,0,0.0446,0.271,0,0.195,0.473,119.384,322093,4
7qFxSPDUDMQNGBqTvK4aEj,62,0.641,0.765,9,-6.626,1,0.0383,0.000975,0,0.387,0.19,91.009,240613,4
2mobr1UlKjhxDTOVqng3jw,59,0.443,0.853,6,-3.885,1,0.0361,0.00217,1.77e-06,0.198,0.338,143.986,255652,4
3mU0DbuWtUX5KCaovOQZVK,84,0.813,0.609,11,-6.958,0,0.0314,0.0277,0.0211,0.334,0.614,127.999,185920,4
3CkjLJYnnyOtGk4Jx4iYS4,62,0.219,0.952,2,-3.621,1,0.176,5.1e-05,0.0989,0.157,0.172,112.886,176307,1
5hF2LnbkpnXCkksMSeWcxZ,63,0.786,0.511,7,-6.66,1,0.286,0.0825,0,0.12,0.587,80.0,234133,4
1tL40tfdtUaSLek4DvDDr3,60,0.449,0.691,4,-5.65,0,0.0349,0.477,0,0.0966,0.201,93.267,380200,4
4C2zOFgrXxfNGNpYQWIcaH,70,0.527,0.898,0,-3.624,0,0.0367,0.027,0,0.0686,0.462,162.058,317627,4
4V2F0DZrAXOWq9hkwMMG3x,65,0.664,0.351,0,-12.136,1,0.118,0.226,2.38e-06,0.106,0.816,113.204,254147,5
7MDfN1ldfTMtuXXdVz2Pzc,72,0.634,0.543,1,-13.391,0,0.181,0.525,0,0.232,0.467,121.557,186440,4
0DMRKqrpd0QO4RWiEdMib0,72,0.694,0.496,9,-14.222,1,0.0329,0.0139,0.00356,0.0644,0.799,103.372,257187,4
0QgR03vMDoBoLgcu08EtKl,70,0.721,0.758,11,-7.536,0,0.0372,0.669,0.891,0.133,0.865,150.825,191173,4
0GgN4MhR5GKn5IcKN0e0rG,72,0.457,0.515,4,-4.31,1,0.0261,0.358,0,0.278,0.222,74.984,142973,4
20qd1CUZCdgbOYN8vDt8Se,67,0.516,0.802,5,-1.597,1,0.0403,0.0806,0,0.0988,0.717,109.77,165733,4
7cX4PJz1old9fyFI8RlfgW,70,0.543,0.917,1,-3.391,1,0.0444,0.00572,7.76e-05,0.104,0.329,132.246,246840,4
7zsw78LtXUD7JfEwH64HK2,62,0.384,0.18,0,-17.279,1,0.101,0.77,0,0.367,0.368,73.603,291693,4
5wvYib82q05wiNjLElD8GJ,64,0.45,0.895,11,-4.739,1,0.0386,0.0293,0,0.116,0.463,77.577,257253,4
6MBEjJlXQYXr8dfxDvZuoA,65,0.826,0.67,2,-5.559,1,0.169,0.00798,0,0.495,0.794,74.007,226293,4
5hxcxipGOjgTzrPOkfsyyS,62,0.547,0.736,7,-5.267,0,0.0346,0.000598,0.25,0.469,0.252,120.041,221800,4
4m8wPzkI1y0sUdqEh4A7fq,62,0.293,0.831,6,-3.829,0,0.049,1.18e-05,0.142,0.284,0.467,154.108,194307,4
04EtBLFIxbcVt9NdYgcrpF,66,0.512,0.996,2,-2.1,1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,220880,4
7ouMYWpwJ422jRcDASZB7P,69,0.366,0.963,11,-5.301,0,0.142,0.000273,0.0122,0.115,0.211,137.114,366213,4
0rRxqhX6w0IWTFSzzRFSOo,67,0.817,0.482,3,-5.085,1,0.0487,0.725,1.74e-05,0.0756,0.969,102.539,183813,3
3E6iea9uEmB7gRru4lyP6h,64,0.619,0.437,7,-11.756,1,0.0314,0.465,0.00619,0.0971,0.408,89.508,285053,4
