id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1ZLtE9tSJdaUiIJ9YoKHQe,74,0.28,0.87,10,-4.219,0,0.0592,0.000686,0.00608,0.101,0.284,164.057,261960,4
7CNd7rjfVt74TFlcOcnZgN,70,0.544,0.404,3,-8.751,1,0.0354,0.391,3.98e-06,0.157,0.251,129.518,290680,4
1vrd6UOGamcKNGnSHJQlSt,70,0.618,0.741,2,-3.95,1,0.031,0.17,0,0.0822,0.296,118.984,235267,4
3B3eOgLJSqPEA0RfboIQVM,73,0.592,0.263,4,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,238520,4
6ScJMrlpiLfZUGtWp4QIVt,71,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,221840,4
5JlH51YDYsGj2dyEJKKjcN,71,0.601,0.806,7,-4.579,1,0.0345,0.0527,0,0.185,0.711,89.87,231920,4
0ByMNEPAPpOR5H69DVrTNy,81,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080,4
2VEsmoek0sol9MnJFyoG9e,73,0.667,0.954,2,-3.462,1,0.0817,0.0296,0,0.331,0.807,114.03,175093,4
3pxCXv0NACYfYnLjFcQW5D,70,0.512,0.864,7,-4.146,1,0.0338,0.000821,0,0.0982,0.527,138.018,222827,4
7jk7gqyEonmVVYahZN5zhW,76,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,192360,4
56pHllZT7QOacB0bP56ofx,72,0.616,0.47,5,-6.092,0,0.0253,0.291,0,0.111,0.325,80.03,210507,4
4fixebDZAVToLbUCuEloa2,77,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139.0,224400,4
0CwYG1UnRmOx8Q1EzElCIL,70,0.46,0.796,0,-4.501,0,0.0333,0.00107,0,0.106,0.182,100.011,222067,4
0TcJ7QWpggdSg8t0fHThHm,71,0.894,0.678,6,-5.611,0,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,216333,4
0GegHVxeozw3rdjte45Bfx,70,0.628,0.5,6,-9.66,0,0.0268,0.44,0,0.244,0.68,124.932,147027,4
4P7VFiaZb3xrXoqGwZXC3J,72,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,299333,4
2kS6td1yvmpNgZTt1q5pQq,75,0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,181680,4
3RAFcUBrCNaboRXoP3S5t1,77,0.568,0.981,2,-3.889,1,0.0887,0.00269,0.00275,0.0243,0.307,135.146,284120,4
1xPW9rS8dkuJP46WBTqU2C,68,0.663,0.688,6,-8.659,0,0.283,0.0391,0.00224,0.223,0.731,151.589,221813,4
33kKQSeqM2ecEcKF0LNSRT,69,0.686,0.576,1,-6.633,1,0.0284,0.443,1.66e-05,0.212,0.72,83.969,208213,4
5JnLiuMgRAWoHYOhatFP3s,69,0.651,0.699,5,-5.006,1,0.0265,0.213,0.000265,0.12,0.36,141.938,231360,4
5jzX4dWVQeBTtfBaXnMRt5,70,0.791,0.713,5,-3.742,0,0.254,0.0163,0,0.189,0.514,130.012,192573,4
6Q5uDNuuFYa8ToL3CCoHPC,74,0.224,0.139,11,-22.587,1,0.0354,0.961,0.913,0.108,0.213,111.316,196893,4
1OOtq8tRnDM8kG2gqUPjAj,78,0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92e-06,0.197,0.918,138.827,258040,4
3jlbL2OTD5YmIunYzgQTAN,75,0.375,0.862,11,-3.363,0,0.255,0.071,0,0.211,0.478,159.841,338853,4
0zMAvsQmaQ4DGsmXtKixpn,74,0.516,0.755,5,-3.724,1,0.0383,0.0633,0.00103,0.107,0.165,140.099,262173,4
5j0McHPthKpOXRr3fBq8M0,73,0.573,0.712,0,-5.976,1,0.0732,0.0572,0,0.167,0.346,140.012,259720,4
4BaAxwS4VoeCYk9TuXQs7f,69,0.453,0.411,1,-7.539,1,0.0276,0.235,0.00021,0.101,0.28,75.752,228653,4
5m7on0zpnmeAXy72ANrmfU,67,0.504,0.957,0,-2.657,1,0.0529,0.00298,0,0.187,0.676,135.013,205627,4
1czaCgWLWgqp0eRIZ0BcXh,70,0.82,0.831,5,-4.856,0,0.0315,0.0962,0,0.181,0.945,110.048,210467,4
4JehYebiI9JE8sR8MisGVb,76,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,261640,4
1jyddn36UN4tVsJGtaJfem,69,0.578,0.727,10,-4.872,1,0.0332,0.0304,1.99e-05,0.172,0.885,170.593,231840,4
3goSVuTt3fDYDP6kRnFwuL,77,0.697,0.467,9,-7.536,1,0.0715,0.248,0,0.0941,0.572,82.082,229413,4
1pm7lQGl6mvKWDxesZTVFp,66,0.832,0.43,0,-9.39,1,0.0826,0.0606,0.00323,0.124,0.462,148.074,299333,4
0W9Xvd4Qx1aZPxEi94vgRY,69,0.328,0.939,2,-1.654,0,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,233987,4
2BHj31ufdEqVK5CkYDp9mA,77,0.658,0.747,5,-6.615,1,0.0431,0.176,8.49e-06,0.0789,0.792,108.259,312293,4
2aEuXA1KswHlCGPOuPmCOW,76,0.714,0.665,4,-7.736,0,0.0509,0.0996,0,0.226,0.842,78.515,204733,4
0EHR9OObFtjlhQB8wSt1m7,68,0.92,0.553,6,-5.068,1,0.191,0.236,0,0.0767,0.947,112.022,286907,5
285hMzLhJwHVLe9QT9qilk,75,0.63,0.696,10,-4.501,1,0.0242,0.144,0,0.0835,0.491,94.034,261427,4
4qjmnM1aYvayCTDd0uuRKH,67,0.568,0.621,11,-6.395,1,0.0261,0.356,0.000577,0.274,0.346,136.094,176227,4
7nsO4eXkY7DvrWbjYUDLJS,74,0.309,0.919,2,-3.131,1,0.0609,0.00039,0.000225,0.424,0.322,103.89,261813,4
0IktbUcnAGrvD03AWnz3Q8,74,0.625,0.414,0,-8.7,1,0.0369,0.294,0,0.151,0.669,130.088,189613,4
2XbfY2O2v3xwedUJ0J2kkr,68,0.711,0.753,4,-6.461,0,0.0766,0.028,2.96e-05,0.152,0.588,126.051,234360,4
2nilAlGEZmwyaLTMMyDdLo,68,0.669,0.613,4,-11.12,0,0.036,0.487,0.176,0.132,0.566,110.668,220720,4
4vsoWZcvtvSsE0OiVvDDvX,69,0.604,0.573,2,-7.804,1,0.037,0.289,0.0406,0.133,0.581,107.862,206947,4
5wBLDkxVvclanSitx5jq8e,71,0.512,0.943,2,-5.185,0,0.106,0.0138,0,0.261,0.485,163.128,265053,4
21pySLskKIKrhDziCX5ojQ,72,0.671,0.685,11,-5.762,0,0.05,0.00165,0,0.398,0.368,118.449,245680,4
3OePAyHePd68TTKmy2hjq0,68,0.65,0.761,9,-6.065,0,0.0345,0.00317,0,0.0855,0.268,137.621,321293,4
08uGhvS5MfBk7crUCpnjva,68,0.673,0.614,7,-5.426,1,0.103,0.0782,0,0.139,0.362,176.052,289747,4
1GTC0DN9LGOdP0NdvoHyX7,71,0.346,0.126,2,-16.89,1,0.0347,0.985,0.463,0.0771,0.0761,92.959,315640,4
1rRwwqteLePmi70PGaC8ah,71,0.687,0.646,4,-3.841,1,0.039,0.0973,0.000593,0.161,0.323,139.978,216667,4
3S2R0EVwBSAVMd5UMgKTL0,73,0.773,0.859,11,-4.913,1,0.0747,0.0855,0.000187,0.914,0.813,118.459,357267,4
75qTWvk6QCGRr1V31Q41qz,66,0.532,0.726,4,-5.264,0,0.0267,0.0241,4.18e-05,0.0867,0.319,130.087,260800,4
0Q2YGyMeeZMAvzebtxoQ5f,71,0.713,0.868,0,-6.644,0,0.0305,0.00206,9.23e-05,0.225,0.641,119.98,242960,4
3ERa3mEeOnrh2Mc47qM6T1,67,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,261640,4
4NOZ35Dhucr6UlVyLOtktd,75,0.949,0.79,8,-5.957,1,0.0756,0.00437,0,0.0816,0.807,117.002,246053,4
5Ravsw8TmHN5wBiYPPYUFw,78,0.829,0.857,8,-4.194,0,0.152,0.26,0,0.415,0.586,137.979,240747,4
5RQsNib1m9Hxo2AIjJcdpK,66,0.586,0.657,9,-5.082,1,0.0286,0.631,0.00833,0.125,0.512,134.358,209413,4
0lqHgjNrXmtFroWDqwV1iQ,68,0.369,0.868,2,-4.367,1,0.0611,1.61e-05,0.0393,0.169,0.353,119.709,218800,4
42ZVk59gT4tMlrZmd8Ijxf,70,0.429,0.966,8,-4.605,1,0.0733,0.000209,0.124,0.371,0.525,179.956,278027,4
3asFGFY3uLjMDmML1p0tYm,65,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.548,242280,4
2hdy9Wt9qp7M7d0U3ossu2,72,0.717,0.587,4,-7.296,0,0.0339,0.0192,0,0.0523,0.544,129.954,216520,4
2ZBNclC5wm4GtiWaeh0DMx,67,0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.188,0.272,193.437,193213,4
7DQjWFjaiPULrsqgsZueF3,65,0.49,0.445,9,-7.19,0,0.0469,0.695,1.16e-05,0.106,0.54,159.318,239640,4
4oNRSiodl43zieCRCVwbeO,66,0.59,0.632,7,-9.872,1,0.0496,0.0921,1.04e-05,0.122,0.401,84.753,188918,4
0uybt73QFXaLCoxuVf6fhm,65,0.532,0.935,0,-4.798,1,0.0619,0.00133,8.37e-06,0.106,0.309,128.025,241960,4
7IhsLJMqdxoo7YAZjaSMru,69,0.713,0.746,0,-4.99,1,0.259,0.0402,0,0.601,0.47,135.021,299747,4
2y51QpLzI5qbWfCcSx9Tu1,70,0.664,0.797,7,-4.473,1,0.0362,0.194,0,0.337,0.284,97.004,194320,4
383B8ksM58jbV3HbiRJo0K,65,0.738,0.983,5,-4.374,0,0.0852,0.0376,5.98e-06,0.183,0.957,92.998,235760,4
46aZJc0z1HHHSFxaIRxYSP,73,0.801,0.674,8,-4.185,0,0.0311,0.000282,0.000139,0.0914,0.875,125.009,200573,4
3XVozq1aeqsJwpXrEZrDJ9,72,0.979,0.792,2,-2.784,1,0.0388,0.0025,7.71e-06,0.102,0.583,116.012,254467,4
7ewT0nLFkMD8ONbRibePr9,63,0.55,0.938,11,-3.556,0,0.0522,0.00171,2.18e-05,0.555,0.433,133.99,214493,4
4LloVtxNZpeh7q7xdi1DQc,73,0.315,0.296,5,-13.262,1,0.0315,0.771,0,0.702,0.435,173.509,263573,4
1EA40FX9aBaKIXwIp83WzL,70,0.632,0.375,4,-12.115,0,0.0274,0.793,0.36,0.128,0.274,113.94,193467,4
0QRO8Mz2U4nXKBnFybworx,64,0.637,0.675,7,-6.893,1,0.0322,0.607,0.00449,0.157,0.741,107.273,228120,4
0VmREvheUiN0xgM5fJYQqp,69,0.596,0.633,10,-3.602,0,0.0594,0.131,0,0.343,0.473,148.09,213573,4
6nmDEbjMZru5j55HIkX2yZ,67,0.331,0.845,8,-4.876,1,0.0551,0.000109,0.000212,0.0758,0.468,153.484,188267,3
26NX1wPt1TRCH536yocd6i,67,0.632,0.518,6,-6.126,1,0.0313,0.107,0,0.354,0.427,90.007,249147,4
4QJLKU75Rg4558f4LbDBRi,69,0.485,0.911,3,-5.749,1,0.0355,8.67e-05,0,0.092,0.568,89.956,249067,4
1FKxKGONukVFXWVJxAKmlz,65,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,121.949,208067,4
2sQuds8s3EVbhXJpgVWpO4,63,0.915,0.556,6,-5.026,1,0.173,0.196,0,0.0739,0.944,111.982,286907,5
4j4pPKE3xAblPIbhxScC1j,65,0.9,0.538,7,-7.879,1,0.0343,0.229,0.843,0.287,0.713,95.508,173693,4
6TrNRd98WksT9Kkmx9uj6R,67,0.607,0.783,7,-4.41,1,0.0397,0.000683,0,0.0678,0.434,113.172,231173,4
38xWaVFKaxZlMFvzNff2aW,67,0.627,0.699,10,-4.504,1,0.0244,0.174,0,0.0789,0.535,94.003,261427,4
6lyKOW0FNW6aAZdKVgoM8m,67,0.652,0.767,9,-10.445,1,0.0372,0.0355,6.92e-06,0.397,0.73,132.017,306773,4
6J4VOoKhRZFNeWkVH0WTzH,71,0.45,0.892,8,-5.099,1,0.0466,2.8e-06,0.883,0.0878,0.49,120.048,72493,4
2Jz1X6ZB0gkkCVgmeVGVGp,74,0.878,0.894,6,-5.834,1,0.123,0.184,0,0.105,0.682,119.927,202867,4
6JLcz9UGiVxAmEZXlCucn5,64,0.855,0.746,3,-3.777,0,0.232,0.402,0,0.146,0.375,95.026,321987,4
1eNrlXlW7Cj1QB1YUcZmpb,63,0.639,0.704,7,-5.818,1,0.0659,0.22,0.0872,0.0849,0.645,162.983,176467,4
4bAFo6r2ODMDoqM5YHV2gM,70,0.842,0.791,7,-5.277,0,0.0437,0.428,0,0.0989,0.95,126.962,221467,4
1GEBsLDvJGw7kviySRI6GX,76,0.687,0.745,6,-4.432,1,0.0379,0.178,1.59e-05,0.111,0.435,129.966,232120,4
3zEN0ii6s4DHHBpnTp3RP7,74,0.675,0.781,4,-5.404,0,0.0306,0.0801,0.0143,0.422,0.534,122.989,267373,4
5sUCU4eiyf0pplIJ7OGEoc,66,0.397,0.9,3,-5.968,0,0.0589,5.9e-05,0.024,0.228,0.204,106.448,287840,4
1S30kHvkkdMkcuCTGSgS41,62,0.405,0.689,10,-5.75,1,0.0365,0.0843,0,0.207,0.397,155.189,191560,4
6wO0vMRAJB0r1lEWBJZNOq,66,0.663,0.977,0,-3.024,1,0.0575,0.00137,1.77e-05,0.173,0.746,129.975,219253,4
0X5jHsNHshuHNfAWs1sxQ5,72,0.629,0.668,8,-6.974,1,0.15,0.0287,0,0.159,0.904,214.025,185013,4
4b0XF7CDpJEBAdVHMw7amV,64,0.705,0.606,7,-7.047,1,0.0243,0.159,0.00149,0.242,0.876,98.001,234640,4
1sTsuZTdANkiFd7T34H3nb,76,0.557,0.8,10,-8.477,1,0.0601,0.00132,0.0012,0.0906,0.582,135.47,245373,4
5cxp9kjCFyJwzv3lzeX7ku,68,0.463,0.962,7,-6.43,1,0.0704,0.000233,0.109,0.0906,0.66,94.003,231573,4
4Tn2llBm1g0UlWctmgPL8Z,71,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,212280,4
2YkIDPL5lGhRhomCq4S2RO,68,0.278,0.427,2,-8.688,1,0.0311,0.351,0,0.145,0.243,150.836,276253,4
6Hn9Uc1mMNfqChXU3txNke,71,0.727,0.649,0,-5.356,1,0.0338,0.661,0,0.111,0.669,129.992,254533,4
3F8xLc6T4VvKH7I6wqVAN2,66,0.597,0.5,4,-6.216,1,0.0579,0.127,0,0.214,0.522,79.071,220693,4
1kxeWHF9PrCVZHvVskv8lg,66,0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,270307,4
6c1Bdvp208X0jbLmFnWbkC,67,0.243,0.947,11,-3.388,1,0.102,0.000417,3.41e-05,0.133,0.338,147.586,222453,4
6AdLyvisRKHLAwARaZMGr6,66,0.752,0.921,5,-4.321,0,0.0696,0.0182,0,0.256,0.634,115.033,236693,4
34dkZZNQJzEJRqPkywYmEY,66,0.365,0.172,9,-19.388,1,0.0336,0.608,0.93,0.305,0.0369,74.53,472696,3
1q51MejmtLKEv8mABG8XRE,64,0.575,0.686,1,-6.008,1,0.319,0.296,0,0.617,0.926,172.167,204040,4
0Ps4Eh6SQjeLnubbCsQTDD,67,0.819,0.736,7,-6.504,1,0.0416,0.158,0.00161,0.109,0.701,120.318,273427,4
3TjliM0xQ3fkza0RpINRrq,67,0.746,0.691,4,-7.533,0,0.0403,0.184,0.0259,0.205,0.888,119.982,258453,4
2jnZUvhw2LTvDI6YidRVcO,78,0.703,0.909,4,-4.456,0,0.0358,0.216,1.57e-06,0.162,0.777,97.982,239920,4
1pLCpA1RN8avJxSD3ZCwhj,74,0.897,0.755,9,-5.684,0,0.144,0.00758,0.000451,0.264,0.567,110.008,214120,4
3nqqDo8CcCLke3ZoTgiOKf,76,0.605,0.629,10,-5.051,1,0.0279,0.437,0,0.097,0.308,99.894,241373,4
5Ssv6DaKrW0HczVqx6zXdl,65,0.875,0.551,6,-6.744,0,0.317,0.0488,0.00728,0.0537,0.861,146.092,200613,4
0XT70Wk9pP8JZkmJhfntuL,64,0.558,0.943,1,-4.81,0,0.0535,0.00191,4.38e-05,0.248,0.56,111.994,257347,4
0bhBtXHQX3u6dSAPF59qGx,64,0.448,0.143,11,-17.012,1,0.0328,0.929,0.0356,0.109,0.0873,132.829,219000,4
3EuiMoY8lTjAvIqNf8Uyr3,63,0.49,0.877,5,-4.37,0,0.0496,0.00437,5.05e-05,0.3,0.546,93.986,187853,4
0m3Ze0cy8qBHSsV2exAfCw,65,0.588,0.554,8,-8.406,1,0.0545,0.216,0.118,0.0619,0.496,146.133,238333,4
20AC70RUlVz6A6dCcQ5tRS,64,0.676,0.0812,2,-22.846,1,0.0398,0.979,0.416,0.118,0.314,125.075,401413,4
18BajNiyvH6GpYshB0unrm,62,0.585,0.793,7,-3.713,1,0.0322,0.351,0,0.3,0.732,133.839,208413,4
4D2cYdHqk8tu65jUig4OcN,62,0.649,0.515,10,-8.869,0,0.0486,0.0018,0,0.0773,0.0766,89.828,273827,4
7wclPheMJAUKn2njmO2s3A,62,0.599,0.624,6,-6.622,1,0.0339,0.0109,8.06e-06,0.158,0.706,119.838,189400,4
1HWbpfmzt1YplLceHgirCv,76,0.66,0.756,8,-4.903,1,0.0443,0.727,0.000323,0.115,0.768,90.839,273763,4
2fywBLXK9GQi8YR8C8d3c4,67,0.396,0.451,0,-7.109,1,0.0362,0.177,0,0.103,0.358,169.518,183600,4
5lA3pwMkBdd24StM90QrNR,66,0.888,0.816,11,-4.909,0,0.0404,0.233,0.00042,0.127,0.961,127.276,238733,4
6ATrsVaZT7XjkCynxM8cTS,62,0.546,0.712,3,-3.104,0,0.0269,0.000969,0,0.406,0.489,150.154,206333,4
0w2piYWj1F2bzUftzGJgK9,64,0.587,0.611,6,-7.408,1,0.106,0.114,9.83e-05,0.0765,0.464,114.991,277907,4
3RptaQ5Xb8WvtpItZ2f9Hi,70,0.544,0.69,6,-5.723,0,0.0425,0.012,0.0095,0.0615,0.219,123.962,276147,4
1D4PL9B8gOg78jiHg3FvBb,80,0.617,0.741,2,-3.97,1,0.0311,0.131,0,0.0772,0.306,118.984,236267,4
4BdYvtV6Qg461Vdcyr3j8X,64,0.568,0.864,8,-5.081,1,0.0969,0.0518,0,0.12,0.961,114.938,127321,4
1GLx5tpDdwEFiA7KaikvX2,70,0.739,0.945,0,-4.443,0,0.0881,0.125,0,0.112,0.627,130.018,312987,4
5R9a4t5t5O0IsznsrKPVro,69,0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.188,0.272,193.437,193213,4
1rp986nzkyAX1wFpxzbwlC,71,0.716,0.779,1,-2.203,1,0.0805,0.178,1.16e-06,0.167,0.59,99.977,213827,4
3R8YbAsBsFnGIKL25s6iiO,60,0.524,0.403,7,-8.772,1,0.0316,0.265,3.09e-05,0.341,0.183,94.693,241720,4
56z2qI0gKcPthQF6l8AW3E,64,0.683,0.664,5,-4.233,0,0.0332,0.538,0,0.0671,0.866,106.991,266307,4
4gzeYkzuzxuzAUTsGcdjqA,62,0.584,0.524,4,-6.001,1,0.0287,0.335,0,0.11,0.389,143.863,219000,4
0ful4PHfTIxzXiZSZsXQ0H,60,0.692,0.717,0,-4.226,1,0.0498,0.111,0.00123,0.044,0.973,119.902,195733,4
20ORwCJusz4KS2PbTPVNKo,62,0.687,0.71,9,-5.84,1,0.0522,0.0283,3.71e-06,0.0689,0.886,79.235,216880,4
7bzzC7QIfflM9eEj2aqaYX,62,0.533,0.426,8,-8.505,0,0.0273,0.708,0.000488,0.101,0.274,97.905,265773,4
7FXj7Qg3YorUxdrzvrcY25,67,0.591,0.298,4,-12.269,0,0.06,0.549,2.22e-06,0.0797,0.372,119.954,147520,4
4zShCKR8dEqLNMTlZkH6zJ,64,0.765,0.711,5,-4.053,1,0.0308,0.401,2.68e-06,0.133,0.967,114.309,219160,3
1PLMK1ui86iHHG3FM1N7ue,64,0.516,0.884,2,-3.706,0,0.0448,0.000254,0.000347,0.0478,0.448,107.96,336113,4
2bppvcuQhuMcJZHtM9So7r,65,0.623,0.487,1,-7.954,1,0.113,0.0322,0,0.146,0.507,138.893,309040,4
73sWpECi7iZrcISLSRxuaH,60,0.628,0.601,0,-7.036,1,0.0368,0.0114,2.63e-05,0.32,0.396,86.006,345120,4
5zcLnqZbAjDGXX7HNcT1rE,59,0.508,0.828,1,-4.065,1,0.033,0.0162,0,0.266,0.449,125.868,190547,4
0OaunKfsxkgBvPv68jBbmm,61,0.852,0.604,0,-4.569,1,0.0642,0.0503,0,0.327,0.667,94.762,227547,4
6JH9yWhgbm0y9iAJhCslNc,61,0.704,0.571,5,-7.136,1,0.0969,0.0222,0,0.101,0.524,141.888,206813,4
7aohwSiTDju51QmC54AUba,63,0.698,0.285,0,-7.632,1,0.0553,0.927,0,0.0883,0.53,135.027,148400,4
3EjuEvxoNgHV6urIdPA4cl,67,0.597,0.469,8,-6.143,1,0.0293,0.684,0.000416,0.166,0.696,145.234,192973,3
2nBWxgSZ79w9l6t2rUg6pl,62,0.413,0.445,1,-7.259,0,0.025,0.438,0,0.111,0.117,95.562,222200,4
0K2WjMLZYr09LKwurGRYRE,67,0.312,0.497,2,-6.95,1,0.0309,0.587,0,0.246,0.546,94.311,204907,4
7uPReljrrTaqzDCcx4JHmi,60,0.494,0.861,5,-5.236,1,0.0365,0.257,0,0.103,0.668,172.052,181613,4
0XfFxeXzMkIy5SWAVpOQin,60,0.578,0.752,9,-5.264,1,0.033,0.0275,0,0.125,0.405,149.689,183307,4
4wCD0qOFNRu1Q6O3N6ycm4,69,0.57,0.664,0,-4.718,0,0.0322,0.00836,1.2e-05,0.0719,0.487,162.084,213520,4
06T10fEzN8ZCcqzQZYA184,65,0.536,0.89,0,-5.222,1,0.0601,0.000354,0.00165,0.133,0.205,115.998,252653,4
5oC0AAgJ7RoWOT3HznLMe1,60,0.545,0.815,6,-3.197,0,0.0868,0.135,0,0.148,0.758,170.058,218453,4
3hb4W4FUPjyWUbYY2Sfih5,63,0.25,0.783,0,-5.47,1,0.0327,2.71e-06,0.821,0.184,0.226,78.717,272560,4
6Eu31gddWw0gOGO506pJYA,60,0.594,0.712,5,-4.418,1,0.0273,0.04,0,0.309,0.476,99.972,241987,4
5ecZWU5uQOiCVSnPxBZNmT,65,0.59,0.903,1,-4.478,0,0.0363,0.0232,0,0.0786,0.542,107.023,213453,4
1XdlLIfwryo38EZ7OzdoEG,60,0.531,0.403,3,-7.195,1,0.0338,0.551,1.38e-05,0.105,0.431,76.125,229280,4
78twQ5XCFJMTE37ZSU0gsj,60,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,219920,4
6jlqDfX8TQNxcaAz5oxYJA,60,0.572,0.783,11,-6.398,1,0.0353,0.0172,0,0.19,0.46,105.975,255493,4
